iter	Logloss
129	0.3706491532
130	0.3701549038
131	0.3690531946
132	0.3682233134
133	0.3676196683
134	0.3666127113
135	0.3656474698
136	0.3649362749
137	0.3640118876
138	0.3628570803
139	0.3621999679
140	0.3613049907
141	0.3606545233
142	0.3596632558
143	0.358739976
144	0.3577041011
145	0.3571307582
146	0.3561250625
147	0.3552645406
148	0.3546148731
149	0.3540921365
150	0.3531390775
151	0.3524883639
152	0.3516672196
153	0.3509154781
154	0.3503655157
155	0.349913874
156	0.3492174456
157	0.3486463485
158	0.3477454339
159	0.3471688301
160	0.3464551741
161	0.3458512522
162	0.3450698545
163	0.3441091353
164	0.3435190262
165	0.3428273355
166	0.3420685799
167	0.3416309972
168	0.3412218402
169	0.3405993062
170	0.3398511333
171	0.3389395437
172	0.3382673879
173	0.3373160516
174	0.3366058103
175	0.3357608549
176	0.3353034604
177	0.3346263516
178	0.333879317
179	0.3331130858
180	0.3327365691
181	0.3320489391
182	0.331364847
183	0.3307600021
184	0.3304033895
185	0.3296569394
186	0.3289350079
187	0.3284819203
188	0.3278477884
189	0.3273830721
190	0.3270008949
191	0.3265694957
192	0.32620793
193	0.3256132987
194	0.3249173933
195	0.3244069315
196	0.3238645984
197	0.323607414
198	0.3223860341
199	0.3214879805
200	0.3210067441
201	0.3203093006
202	0.3198386777
203	0.3194505015
204	0.3188686986
205	0.3182041107
206	0.3176051417
207	0.3172804309
208	0.3167492651
209	0.3158501656
210	0.3154917994
211	0.3146908668
212	0.3139304499
213	0.3134777315
214	0.3125363012
215	0.3117967113
216	0.3113692499
217	0.3108438676
218	0.3103948101
219	0.3099520591
220	0.3093778856
221	0.308946671
222	0.3083414262
223	0.307736366
224	0.3074111938
225	0.3067477442
226	0.3062491263
227	0.3058010224
228	0.3054557923
229	0.3045909635
230	0.3041350457
231	0.3035869906
232	0.3034258504
233	0.3028086385
234	0.3020856919
235	0.3014854616
236	0.3008882461
237	0.300458785
238	0.3001224149
239	0.2995296294
240	0.2992296834
241	0.2988559969
242	0.2983737453
243	0.2977928346
244	0.2973845697
245	0.2969506171
246	0.2965997265
247	0.2959365229
248	0.295684353
249	0.2951899498
250	0.2947278177
251	0.2942060963
252	0.2940164997
253	0.293363848
254	0.2930492278
255	0.2927109195
256	0.2924227253
257	0.291729158
258	0.2911599375
259	0.2909169351
260	0.2901021896
261	0.2898790298
262	0.2895160798
263	0.2888241737
264	0.2884914952
265	0.2883723474
266	0.2877040371
267	0.2874317169
268	0.2868934139
269	0.2866884047
270	0.2863578796
271	0.2861334893
272	0.2855605464
273	0.2849360743
274	0.2838446094
275	0.2834351447
276	0.2832107544
277	0.2827795398
278	0.282414344
279	0.2818378633
280	0.2813419219
281	0.2810486517
282	0.2807922671
283	0.2803391487
284	0.2799907807
285	0.2793246546
286	0.2790449204
287	0.2786230272
288	0.2783134522
289	0.2777829324
290	0.2775563271
291	0.2769461601
292	0.2766236951
293	0.276139167
294	0.2759486168
295	0.2756057247
296	0.2753786272
297	0.2750619765
298	0.2745674195
299	0.2743301699
300	0.2739304266
301	0.2736271581
302	0.2731142659
303	0.2727544538
304	0.2722880763
305	0.271788874
306	0.2710349175
307	0.2708493202
308	0.2702182647
309	0.2698458395
310	0.2691080647
311	0.2688005509
312	0.2681089832
313	0.2671919177
314	0.2669608516
315	0.2667418757
316	0.2665277912
317	0.2660835635
318	0.2656669617
319	0.2654638906
320	0.2651335193
321	0.2648749813
322	0.2645617454
323	0.2643044379
324	0.2638655939
325	0.2634384401
326	0.2627529021
327	0.2624348056
328	0.2617271177
329	0.2613675825
330	0.2610249058
331	0.2606053506
332	0.2600235478
333	0.259566707
334	0.2592473799
335	0.2589334057
336	0.2585315704
337	0.2581819719
338	0.2577257464
339	0.2572502782
340	0.2569766045
341	0.2567512297
342	0.2565865824
343	0.2561242042
344	0.2557822197
345	0.2554463571
346	0.2550617956
347	0.2547260561
348	0.2544723941
349	0.2541886607
350	0.2537285128
351	0.2532314485
352	0.2530587719
353	0.2525398347
354	0.2521498742
355	0.2519436498
356	0.2515185571
357	0.2512467907
358	0.2507913343
359	0.2505578687
360	0.250245725
361	0.2497995438
362	0.2491616587
363	0.2489974268
364	0.2484237763
365	0.2479144066
366	0.2475199853
367	0.2472004583
368	0.2467496011
369	0.2465872457
370	0.2462143437
371	0.2458787426
372	0.2456589514
373	0.2454403447
374	0.244975413
375	0.2448391607
376	0.2444753185
377	0.2441906621
378	0.2434827743
379	0.2432360188
380	0.2429343193
381	0.2424737561
382	0.242114344
383	0.2416364608
384	0.2413200563
385	0.2411054796
386	0.2406596368
387	0.2404006835
388	0.2402159014
389	0.2398523515
390	0.2394822644
391	0.2391878866
392	0.2389813392
393	0.2387388906
394	0.2386227885
395	0.2384475585
396	0.2380771637
397	0.2374950224
398	0.2373269912
399	0.2370595009
400	0.236738974
401	0.2364673922
402	0.2364183395
403	0.2360207342
404	0.2356946084
405	0.2353613454
406	0.2351453535
407	0.2346540728
408	0.2342733875
409	0.23397378
410	0.2337129193
411	0.2335096175
412	0.233079495
413	0.2329609163
414	0.2324009403
415	0.2321921625
416	0.2318738661
417	0.2317375368
418	0.2311056045
419	0.2309404804
420	0.2303848728
421	0.2299916052
422	0.2298837477
423	0.2295216899
424	0.229385899
425	0.2289584683
426	0.2286364955
427	0.2283659289
428	0.2278991515
429	0.2277894174
430	0.227671131
431	0.2275122673
432	0.2270261549
433	0.2268195614
434	0.2264247864
435	0.2262748134
436	0.2260729574
437	0.2258815304
438	0.2256665691
439	0.225387081
440	0.2249079058
441	0.2247104337
442	0.224325057
443	0.2242461789
444	0.2239498938
445	0.2235566108
446	0.2233068251
447	0.2230261526
448	0.2229859598
449	0.2224942484
450	0.222256199
451	0.2219618213
452	0.2217382616
453	0.2215528334
454	0.221459158
455	0.221297141
456	0.2208952442
457	0.22065378
458	0.220519312
459	0.2202751867
460	0.2199507067
461	0.2197381604
462	0.2193393092
463	0.218934213
464	0.2185980581
465	0.2183086026
466	0.218172381
467	0.2179518669
468	0.2174617091
469	0.2173297944
470	0.2171915577
471	0.2167949677
472	0.2166881407
473	0.2164821317
474	0.2162476509
475	0.2159207867
476	0.2157632151
477	0.2154379506
478	0.2151787358
479	0.2149333646
480	0.2146077618
481	0.2143830023
482	0.2142403972
483	0.2140075776
484	0.2138276562
485	0.2136945109
486	0.213449432
487	0.213193109
488	0.2128375884
489	0.2125699751
490	0.2121168567
491	0.2115341002
492	0.2111949921
493	0.2110003502
494	0.2103670951
495	0.2101019582
496	0.2097950136
497	0.209357154
498	0.20909334
499	0.2089426748
500	0.2082627358
501	0.2080246249
502	0.2077432448
503	0.2074887676
504	0.2072344288
505	0.2069042267
506	0.206738995
507	0.2066259384
508	0.2062258567
509	0.2060202476
510	0.2058528469
511	0.20545618
512	0.2051070121
513	0.2048903896
514	0.2046013032
515	0.2042310161
516	0.2040686146
517	0.2038921848
518	0.2036399534
519	0.2031875733
520	0.2028161941
521	0.2024866073
522	0.2020815265
523	0.2017641683
524	0.2014178922
525	0.2010942582
526	0.2009421472
527	0.2006904848
528	0.2005259606
529	0.1999579706
530	0.1997796643
531	0.1993404204
532	0.1989265257
533	0.198685523
534	0.1985489476
535	0.1982619993
536	0.1978462127
537	0.1974676194
538	0.1972041284
539	0.1970684605
540	0.1968373483
541	0.1965221282
542	0.19624747
543	0.1958656311
544	0.1954998201
545	0.195208611
546	0.1948565206
547	0.1945704952
548	0.194364317
549	0.1940749076
550	0.1938450106
551	0.1936258808
552	0.193364974
553	0.1930249122
554	0.1929486798
555	0.1928742316
556	0.1925723168
557	0.1924789336
558	0.1919736862
559	0.191512677
560	0.1911701233
561	0.1910791089
562	0.1909177534
563	0.1906609535
564	0.190405738
565	0.190147323
566	0.1898916614
567	0.189720523
568	0.1895543683
569	0.1893797998
570	0.1890976352
571	0.1887727091
572	0.188722149
573	0.1883839484
574	0.1883493854
575	0.1883012556
576	0.1881015531
577	0.1876986411
578	0.1875515446
579	0.1874098316
580	0.1871660602
581	0.1871013795
582	0.1868325203
583	0.1867439978
584	0.1866998672
585	0.1863856008
586	0.1862688065
587	0.1858692169
588	0.1857690811
589	0.1854795487
590	0.1853793821
591	0.1852417607
592	0.1851202288
593	0.1849472907
594	0.1848307579
595	0.1845895552
596	0.1842520006
597	0.1838692696
598	0.1837902377
599	0.1831673345
600	0.1828141366
601	0.1825512917
602	0.1820595034
603	0.1820044364
604	0.1814916365
605	0.1812407894
606	0.1809958796
607	0.1808000995
608	0.180446071
609	0.180162799
610	0.1800208861
611	0.1798982466
612	0.179727462
613	0.1795679677
614	0.1792965704
615	0.1790624434
616	0.1788695551
617	0.1784744878
618	0.1782893827
619	0.1779010373
620	0.1775636365
621	0.177270597
622	0.1770471757
623	0.1769430253
624	0.1767883608
625	0.1766880558
626	0.1764682647
627	0.176244182
628	0.1759943347
629	0.1757606691
630	0.1755422008
631	0.1754020876
632	0.1750409065
633	0.1748401273
634	0.1746155831
635	0.1744175111
636	0.1741788618
637	0.1737167912
638	0.1735019991
639	0.173424167
640	0.1731553847
641	0.1730165789
642	0.1725683366
643	0.1724074887
644	0.172159518
645	0.1718284853
646	0.1716595927
647	0.1714753182
648	0.1708957918
649	0.1706744779
650	0.1703485366
651	0.1701944413
652	0.1698945107
653	0.1697598427
654	0.1695723687
655	0.1694350704
656	0.1690420335
657	0.1687986774
658	0.1685497222
659	0.1684836572
660	0.1683856287
661	0.168366263
662	0.1681647301
663	0.1679280343
664	0.167825422
665	0.1675952173
666	0.1673662893
667	0.1670659742
668	0.166872609
669	0.1664490238
670	0.1662883912
671	0.1661748117
672	0.1659136588
673	0.1654920578
674	0.1653603892
675	0.1651632247
676	0.16496746
677	0.1645801298
678	0.1643943325
679	0.1642328078
680	0.1639346154
681	0.1637630001
682	0.163602952
683	0.1634772516
684	0.1632664896
685	0.1628742833
686	0.1626253128
687	0.162279975
688	0.1621385697
689	0.161988566
690	0.1619560795
691	0.1618213654
692	0.1617032636
693	0.161366032
694	0.1613377602
695	0.1610084349
696	0.1608744283
697	0.1605901103
698	0.160400083
699	0.1600628822
700	0.1599942792
701	0.1596419427
702	0.1596191006
703	0.1593511028
704	0.158965603
705	0.1588411639
706	0.1585405104
707	0.1584394824
708	0.1582294895
709	0.1580996821
710	0.1579891636
711	0.1579690902
712	0.1577079988
713	0.1575813601
714	0.1575481353
715	0.1575279851
716	0.1571639584
717	0.1568682578
718	0.1566630333
719	0.15634809
720	0.1562409247
721	0.1561064566
722	0.1560314701
723	0.155730832
724	0.1554303169
725	0.155249811
726	0.1551261563
727	0.1549004893
728	0.1545039761
729	0.1544058861
730	0.1540732845
731	0.1539634889
732	0.1537732155
733	0.1533860084
734	0.1531333923
735	0.1528693322
736	0.1527857165
737	0.1525735855
738	0.152378513
739	0.152179195
740	0.1520486032
741	0.1519297477
742	0.1518896934
743	0.1517935414
744	0.151734629
745	0.1514634778
746	0.1512662826
747	0.1511775294
748	0.1509669981
749	0.1509054092
750	0.1508190709
751	0.1506586844
752	0.1504843312
753	0.1503210683
754	0.1502492351
755	0.1501209967
756	0.149973131
757	0.1498885309
758	0.1498594284
759	0.1497790429
760	0.1496288238
761	0.149448241
762	0.1494085558
763	0.1491700603
764	0.1491166084
765	0.1489554682
766	0.1487792538
767	0.1486373409
768	0.1484880755
769	0.1482967407
770	0.1482792208
771	0.1481840687
772	0.1481658566
773	0.1479513722
774	0.1478914445
775	0.147841915
776	0.1475947903
777	0.1474442328
778	0.1472173506
779	0.1470421207
780	0.1469013306
781	0.1468262211
782	0.1467713694
783	0.1463649196
784	0.1463158054
785	0.1460862621
786	0.1458359995
787	0.1455270706
788	0.1455074433
789	0.1453042492
790	0.1450340825
791	0.1447999862
792	0.144780159
793	0.1447635466
794	0.1447435502
795	0.1447286144
796	0.1445488776
797	0.1444857659
798	0.1443430378
799	0.144070533
800	0.1439969463
801	0.1436847871
802	0.1433344195
803	0.143293673
804	0.1430874025
805	0.1428251266
806	0.142807899
807	0.1427195764
808	0.1424891872
809	0.1422254193
810	0.1418444572
811	0.1417069435
812	0.1416703501
813	0.1412745906
814	0.141187914
815	0.1408480675
816	0.1405573814
817	0.1404454631
818	0.1403488651
819	0.1402202268
820	0.1401342577
821	0.1400309378
822	0.140001497
823	0.1399156047
824	0.1396386239
825	0.1396189659
826	0.1395418259
827	0.1393421542
828	0.1392321125
829	0.1390031076
830	0.1389885718
831	0.1387240041
832	0.1386068713
833	0.1384536066
834	0.1384177669
835	0.138159998
836	0.1380644921
837	0.1378563758
838	0.1377412734
839	0.1376064054
840	0.1373989351
841	0.137092898
842	0.1368379593
843	0.1366516544
844	0.1364452454
845	0.1361490373
846	0.135868657
847	0.1357151924
848	0.1355709876
849	0.1355586821
850	0.1353377681
851	0.1352424929
852	0.1351742591
853	0.1348542552
854	0.1345396965
855	0.1343249967
856	0.1342208001
857	0.1341847758
858	0.1341345695
859	0.1340561221
860	0.1337834943
861	0.1336479495
862	0.1335436606
863	0.1334413252
864	0.1332319936
865	0.1330164325
866	0.1327801674
867	0.1324935421
868	0.1323968211
869	0.132296193
870	0.1322818879
871	0.1320761711
872	0.1319343505
873	0.1316659989
874	0.131529039
875	0.1313019414
876	0.1312155877
877	0.1308855549
878	0.1306855294
879	0.1305984066
880	0.1303388996
881	0.1302253662
882	0.1299500004
883	0.1298616778
884	0.1296645749
885	0.1293916702
886	0.1292669542
887	0.1290098621
888	0.1289223702
889	0.1289106954
890	0.1288854922
891	0.1285916298
892	0.1284548083
893	0.1281398496
894	0.1281256445
895	0.1279274187
896	0.127747628
897	0.1277344765
898	0.1275527016
899	0.1272445956
900	0.1270220049
901	0.1267222743
902	0.1267012627
903	0.126644073
904	0.1263791823
905	0.1261501312
906	0.1258774496
907	0.1257113564
908	0.1256021453
909	0.125532704
910	0.1255208062
911	0.1253934599
912	0.1253821081
913	0.125129592
914	0.1250000154
915	0.1248556414
916	0.1247929758
917	0.1245578643
918	0.1244737948
919	0.1244390703
920	0.1241659195
921	0.1239125036
922	0.123900998
923	0.1236589801
924	0.123510653
925	0.1233889903
926	0.1232004166
927	0.1231463494
928	0.1229553223
929	0.122797343
930	0.1227398688
931	0.1225407047
932	0.1223722658
933	0.1221349932
934	0.1218879607
935	0.1217392645
936	0.1215598891
937	0.1212995745
938	0.1210715079
939	0.1208443334
940	0.1206645658
941	0.1204734618
942	0.1204198099
943	0.1202116935
944	0.1199444032
945	0.1198756772
946	0.1198386377
947	0.1197215588
948	0.119616893
949	0.1194629131
950	0.1193220692
951	0.1190953716
952	0.118961588
953	0.1187670385
954	0.1186896293
955	0.1184714456
956	0.1182381492
957	0.1181723533
958	0.1179687054
959	0.1177570897
960	0.1177404773
961	0.1176873176
962	0.1176731817
963	0.1175490349
964	0.1172994106
965	0.117090579
966	0.1169685856
967	0.1168351481
968	0.1166671553
969	0.1164326206
970	0.1163461901
971	0.1160731393
972	0.1159519995
973	0.1158756825
974	0.1156595215
975	0.1156379177
976	0.1155594857
977	0.1154035984
978	0.1152848659
979	0.1151422301
980	0.1150315346
981	0.1148813155
982	0.1146225775
983	0.1143282152
984	0.1141706897
985	0.1139517061
986	0.1138910786
987	0.1137144181
988	0.1135503707
989	0.1134652476
990	0.1133092296
991	0.1130708418
992	0.1130591362
993	0.1128373146
994	0.1127265192
995	0.1125699935
996	0.1123065333
997	0.1121340721
998	0.1119647488
999	0.1117435425
